AT,V,AP,RH,PE
14.09,41.2,1016.45,67.27,483.9579551359913
25.43,70.17,1000.46,87.84,448.44649560887876
10.16,41.79,1021.35,52.4,485.6056299314904
32.09,79.74,1006.92,61.5,444.5085149921206
13.61,41.74,1021.66,62.83,483.6417374819434
26.52,73.21,1002.3,95.38,448.12503576962865
30.75,71.25,1000.07,65.47,444.6058653138134
22.85,60.29,1017.29,61.92,460.46343664914934
28.69,73.18,1012.23,68.57,442.7119522474663
26.39,49.02,1007.62,70.82,450.90373708048986
14.02,40.66,1017.05,84.14,479.2889171653521
7.89,39.37,1016.28,84.66,496.2673483562529
27.89,69.88,1007.99,85.62,442.442431290617
11.7,43.41,1016.08,62.27,480.063204204376
30.91,70.32,1011.92,65.59,445.001913439337
10.37,37.83,1006.5,90.99,484.1787022107534
19.36,39.54,1008.97,58.92,469.99761547098336
31.24,68.3,1015.89,42.84,445.73855532468804
26.33,60.06,1005.86,41.57,463.4127574589653
6.77,40.78,1024.86,96.58,491.80758201078436
21.26,50.32,1008.41,87.22,459.9599607311333
14.62,46.18,1014.75,96.81,474.5900228164029
15.25,39.58,1012.1,73.05,477.9709044384652
21.11,41.67,1012.44,52.86,471.17550339521034
13.32,38.73,1005.37,88.48,485.3044061708173
30.07,69.82,1010.39,57.53,448.43876661568197
16.47,38.01,1022.3,72.29,472.8161439947488
8.01,40.46,1019.42,76.15,489.8733182438397
26.64,58.69,1007.99,75.68,451.5896592944978
12.28,41.49,1019.73,94.79,481.7636912969255
14.84,41.48,1017.26,63.42,473.9342332712022
24.05,61.87,1009.64,54.54,453.91986232331453
11.17,40.27,1009.54,74.56,488.84484461258364
13.16,43.41,1016.43,79.47,480.070675748244
21.09,46.63,1013.03,74.8,466.82114552694395
5.68,40.35,1012.11,92.86,498.73485722250086
24.19,65.48,1018.8,60.54,457.05571083688767
11.87,41.58,1017.29,90.3,476.971328080424
10.45,40.0,1019.01,89.01,478.3958931902661
8.3,43.13,1020.02,83.11,496.5968666743895
15.9,41.35,1005.35,92.89,476.7275847587466
25.04,70.47,1006.82,84.75,444.9216937954113
14.51,42.77,1017.47,81.95,476.3984536980423
13.21,43.71,1024.5,86.59,478.9324294443238
5.19,40.78,1025.24,95.07,495.5799212872342
25.68,46.21,1011.01,57.53,455.0884048134305
15.12,41.04,1025.95,69.67,473.3142965107286
27.0,73.17,1009.82,64.43,446.2960142576355
26.25,66.56,1008.29,60.65,446.4594360634008
10.57,41.55,1003.62,67.89,488.6633260715055
6.91,36.08,1021.82,84.31,497.8457787783564
21.89,58.05,1011.31,85.71,451.1573193842517
12.99,44.0,1025.22,90.27,482.80270207135396
30.06,67.25,1017.63,53.59,446.05157318919646
12.16,40.81,1025.79,70.97,487.4479757586754
14.79,41.04,1025.32,75.81,469.3145213701548
11.91,43.22,1008.75,76.57,485.0891600423345
14.05,40.71,1016.36,68.58,480.60504855691687
9.78,40.03,1017.33,92.11,492.01629536234435
14.81,39.58,1011.62,73.64,477.7302106362864
26.13,48.06,1013.5,47.67,452.77073444037114
16.68,43.14,1018.39,76.48,472.55611931757215
15.36,41.66,1012.41,62.32,479.2738903822485
25.96,71.64,1003.84,86.83,445.2666034666533
6.48,36.24,1013.62,92.03,497.33676478533096
16.37,53.16,1014.89,74.84,471.1568602367073
11.74,40.71,1020.64,82.15,480.74411776833847
14.78,41.17,1016.42,67.42,481.84194354814696
10.5,39.28,1016.55,91.75,493.14015391409714
8.26,40.96,1025.23,89.22,497.43264592215485
25.0,69.71,1009.23,80.92,448.6297987460935
25.56,70.32,1009.07,90.63,447.1523318472757
27.11,70.04,1009.76,71.25,445.5398945042759
11.85,42.07,1017.92,93.45,479.5125043847899
13.48,41.26,1021.92,78.24,479.27901129551077
18.89,43.56,1012.79,38.63,475.5710021456052
20.82,57.76,1019.15,72.46,466.8685782491562
25.65,49.3,1003.73,68.48,453.4508574698232
23.48,70.79,1006.7,88.57,444.8131582500186
29.16,55.68,1004.84,55.68,447.65680061010846
18.41,49.69,1006.66,80.55,465.3355220115208
22.49,58.71,1009.75,76.43,455.4009563231841
26.02,70.79,1004.21,79.12,440.2020580034692
27.91,72.24,1010.74,70.8,442.7063481869475
27.79,71.85,1008.95,87.35,438.49107487421503
13.53,38.73,1004.86,85.38,484.8146992342795
9.03,37.14,1012.79,76.27,492.1007611467817
22.86,66.48,1003.77,71.22,445.3385734043952
28.88,63.76,1010.16,56.34,448.2695223122992
15.83,52.75,1024.3,58.34,471.86536784480285
11.02,40.81,1016.31,78.13,486.0219698341114
10.27,42.34,1022.69,92.78,487.5020740224337
10.02,52.75,1021.93,73.68,486.50740882537735
25.21,65.34,1013.94,65.04,458.7002270978602
23.37,63.87,1016.67,60.44,458.66854246298243
24.72,77.54,1008.39,81.03,450.7280883621486
7.26,36.08,1021.47,83.15,497.88439796511324
26.53,63.87,1017.38,48.53,456.3841040258745
26.12,63.31,1013.97,51.6,451.28131733789803
14.94,42.77,1018.9,73.95,474.16861024162887
9.73,40.22,1011.48,87.88,493.7985759465847
10.35,44.2,1018.46,88.6,489.66673503529006
31.46,71.29,1008.57,41.79,443.2893039941281
21.19,58.86,1014.19,68.96,463.2634790277885
24.4,60.37,1006.77,82.43,454.21055691462334
21.08,46.93,1014.49,63.33,465.5797429459697
29.35,69.04,1008.55,61.78,458.15712375871453
13.42,40.35,1011.2,77.0,484.81686466556926
10.24,41.17,1019.73,82.04,491.8264540453756
18.97,44.85,1014.86,46.31,480.40951127007554
20.34,69.45,1012.76,91.05,454.39700930484565
9.34,38.08,1019.56,67.74,494.1294777361209
12.64,41.49,1019.78,94.0,482.3846281787484
32.13,69.98,1013.3,55.85,442.7406630519038
24.93,47.01,1015.12,64.8,467.7299572361928
11.95,40.69,1015.62,85.34,486.680525744159
26.92,63.73,1010.29,68.6,453.2742004080095
26.27,59.44,1012.23,58.77,457.5879698401095
18.89,67.71,1003.92,86.12,454.68235896486465
27.85,66.44,1008.48,77.15,440.3136278196363
28.19,68.08,1013.41,43.93,449.68056499922767
28.53,49.3,1003.83,59.69,450.537939138181
25.11,62.26,1011.12,78.01,447.48960667285525
25.6,56.9,1006.35,81.58,450.0383069501154
9.68,38.16,1015.54,79.67,487.62015105572897
25.41,66.49,1014.06,51.09,462.82878486815963
11.23,41.17,1019.36,56.85,487.67272188988403
28.46,60.23,1010.2,63.38,453.0265374126756
26.92,73.17,1011.42,76.94,444.5379999640594
17.8,46.48,1007.27,81.31,464.7735819076001
20.34,69.45,1012.76,91.05,454.7334135573952
32.43,68.31,1010.09,42.22,452.3945578718431
11.71,40.05,1014.49,86.09,484.56748613666144
25.53,59.57,1010.65,82.04,457.68829156038163
6.03,41.14,1028.04,87.46,491.6083041463625
31.66,73.91,1004.49,68.13,443.53728790938857
16.69,46.18,1010.8,96.8,478.8724501412156
20.16,60.1,1011.24,86.23,464.4860105534477
25.78,47.93,1003.67,67.23,454.6786733803528
23.51,63.78,1016.1,69.79,459.94052651099037
20.34,59.8,1015.18,80.21,466.52145315642815
17.74,44.2,1018.87,58.59,467.90921427019316
28.18,67.17,1006.84,75.55,451.78122780669617
12.19,41.17,1019.43,65.47,488.26091785880277
12.47,38.25,1012.74,82.89,482.147079432501
17.98,53.29,1018.29,83.46,469.7157520272617
23.32,69.23,1011.75,75.59,447.40751830183723
29.41,59.27,1011.36,52.37,454.46223089657053
9.25,41.82,1033.25,74.73,491.9451328915907
21.33,50.32,1008.58,85.3,455.40532595692497
24.33,46.93,1013.72,48.27,461.07240889146243
30.98,71.29,1008.78,47.7,447.1862824112419
6.77,39.81,1017.01,87.68,501.45342839261
30.66,70.98,1007.6,72.08,448.1415891806869
28.6,61.86,1011.86,62.13,450.78929058823064
9.6,42.03,1017.66,92.27,487.37084320421775
9.11,40.64,1020.68,86.91,489.19590063584985
30.32,64.69,1006.35,51.36,449.5078444073191
20.21,60.84,1018.5,82.73,458.9652437029741
9.73,41.01,1021.76,97.71,482.0900427277677
31.54,77.24,1007.83,62.98,443.4489152607801
22.44,63.86,1020.0,64.83,460.25830230089684
12.17,40.6,1013.59,88.62,486.28302961846026
6.29,43.65,1020.68,70.14,497.14941603319033
19.7,54.42,1011.83,89.86,461.76371913987646
14.81,39.58,1011.62,73.64,479.7483370862067
7.52,41.66,1015.2,78.41,494.44720042720826
24.96,70.47,1007.73,76.48,450.25841995567805
17.03,58.49,1011.91,92.16,473.99250492265884
11.49,39.22,1016.35,53.11,484.49825483007606
9.86,42.49,1009.16,81.41,490.4463362112547
23.23,63.31,1012.52,75.1,454.12986767538973
8.95,38.56,1017.85,64.34,487.15097404935165
23.39,73.5,1011.37,88.48,452.50443530879824
18.36,51.43,1010.57,90.17,470.9156865659729
8.53,40.77,1009.85,90.95,491.7522403535232
12.0,39.35,1015.48,82.51,490.4236133334597
30.17,76.86,998.23,73.61,443.03716359330895
14.02,43.34,1016.06,85.8,480.65598332271765
18.63,61.27,1019.69,73.67,464.45553244569186
32.31,66.44,1009.6,63.92,441.16874972427735
16.69,46.18,1011.0,97.85,471.1563112064943
27.84,71.32,1007.72,79.25,444.3863664911251
7.69,38.06,1020.72,83.47,495.8214476865008
16.32,43.56,1014.4,59.77,476.04221603754144
26.28,68.14,1005.61,53.17,447.01500840246734
16.71,42.99,1007.72,75.35,477.7188173406735
18.87,62.96,1020.55,82.87,467.9488722993293
9.14,40.6,1015.34,88.91,495.04485419498064
29.94,65.74,1012.4,46.94,453.51628732497534
31.68,73.68,1014.85,64.0,443.26541592772173
23.69,58.05,1012.08,74.26,454.2517119679649
18.88,43.69,1016.77,46.88,477.73410735309227
31.92,69.13,1000.77,58.91,436.93259513903365
13.75,40.89,1011.21,82.8,482.67567861519785
14.92,41.16,1004.83,83.7,478.5019788193904
25.63,58.86,1014.86,52.75,455.7204328702163
18.72,60.07,1015.81,70.55,466.36361762433256
17.27,43.52,1021.37,76.73,472.281887633714
8.57,41.17,1020.18,72.47,496.2551219994745
22.23,46.93,1013.09,58.02,461.58608679357684
28.11,77.95,1009.38,72.81,445.11095562310163
11.09,41.58,1020.99,91.09,477.03469704519546
18.76,52.9,1016.27,64.7,471.6291021280432
14.47,48.14,1017.28,87.36,469.6525213662599
22.7,59.92,1011.05,90.84,449.89303168103856
10.17,40.46,1018.54,68.21,482.4169314714212
12.43,43.22,1008.93,77.42,479.0665050942608
13.2,44.9,1022.43,87.68,481.06670925962504
13.01,41.49,1019.82,92.86,477.2432931310069
14.64,42.77,1017.59,79.6,477.13311238068223
29.98,76.09,1007.62,75.6,444.037713337758
24.25,50.78,1008.82,60.55,456.37965839707044
31.31,64.44,1014.24,51.08,450.9717540013363
18.27,65.94,1013.09,84.72,462.97383630299345
13.41,54.3,1016.48,79.28,480.6682538710051
27.54,75.6,1018.26,57.89,453.553000277266
14.5,40.66,1016.81,82.93,476.2112101104608
21.5,44.58,1016.87,57.58,473.01791227867216
9.48,40.8,1023.82,78.98,497.09968026074
12.88,44.0,1022.71,88.58,482.32864685197495
25.88,63.47,1011.95,65.87,455.1831324116875
11.95,42.07,1018.52,84.73,480.4173672826146
12.51,41.92,1031.21,64.66,481.7785558825734
19.54,54.9,1017.15,70.37,469.04761628840856
11.48,44.6,1018.29,90.76,482.50795060373986
12.67,48.14,1017.41,83.63,475.0517201408769
24.41,58.59,1012.62,64.52,455.58652564351235
15.4,41.16,1005.34,80.22,474.8570423474605
25.59,61.08,1013.19,77.28,456.84863388306434
22.44,63.86,1020.0,64.83,460.56014380958413
7.69,43.02,1014.51,85.23,499.24740814868295
27.34,59.87,1012.06,59.04,460.93452798128965
28.56,65.27,1013.28,49.95,450.16779363309854
12.07,39.99,1009.7,93.27,484.26891576896605
23.68,68.12,1011.18,72.45,453.97790235598967
12.77,40.71,1014.66,72.81,484.3940546129952
22.05,48.14,1015.81,69.94,461.16436825510687
27.84,72.39,1001.18,83.46,443.26733338383866
15.09,41.76,1022.4,76.22,474.72272496831397
23.98,50.32,1008.41,67.75,455.60272699792984
11.83,43.14,1010.06,88.14,485.10515132090563
22.24,69.23,1011.83,79.37,454.5318190041732
11.94,44.6,1018.69,85.33,483.1098885905828
29.08,67.79,1010.91,55.96,455.13041652661207
21.41,59.43,1010.27,74.54,453.77165722495835
12.87,41.5,1013.51,85.72,481.0166288695313
23.94,51.95,1008.18,71.87,463.7571580766421
10.58,39.61,1020.39,71.69,489.4145101332053
29.9,74.99,1002.28,59.76,449.4324786394711
6.65,40.69,1020.11,89.84,492.18617125647074
17.01,49.15,1021.83,84.02,472.3811422383329
21.47,70.32,1011.72,88.36,453.0924117070542
16.7,46.18,1011.2,96.84,468.1648627107923
9.33,42.49,1008.93,82.59,491.1945614091912
19.64,56.53,1019.6,76.19,459.03880174251634
24.65,72.43,1007.99,90.05,448.7293952377352
25.81,66.51,1016.53,62.19,451.1131580911778
26.64,73.56,1004.98,93.31,445.6940396207388
23.02,63.47,1012.21,80.61,457.3567233611445
15.67,38.62,1015.76,66.29,476.530975435272
27.22,69.04,1008.89,70.62,452.9205793098214
25.3,58.46,1015.91,69.71,449.41248903500434
31.7,70.36,1006.26,58.18,451.6492831936174
18.93,67.71,1005.04,82.4,457.5454891166471
10.31,39.82,1012.87,88.71,492.75621052813705
10.44,37.83,1006.31,97.2,487.09532426693033
14.47,48.79,1017.05,69.87,479.922923578804
22.42,60.08,1017.71,67.46,464.9038295637677
12.16,45.0,1021.51,50.52,497.3220882889652
27.05,67.79,1010.99,71.37,455.07612646667
26.85,75.6,1017.43,74.55,446.7115834466474
11.82,41.67,1012.94,84.51,489.0998394394614
16.25,58.16,1018.34,78.59,469.52471643637426
17.34,44.78,1007.81,56.38,468.0885722955673
10.5,39.28,1016.55,91.75,492.5453870976714
31.35,70.8,1010.11,66.37,442.712964388079
23.39,68.51,1013.09,78.6,452.6771126585165
32.72,69.75,1009.6,49.35,448.89059373507
10.59,41.93,1017.7,92.91,492.5173648020297
16.5,44.63,1020.58,64.11,472.5642330779882
26.89,49.16,1003.84,41.22,453.83272113580017
11.36,38.25,1013.22,86.16,485.3934056898088
19.65,63.91,1009.26,99.08,458.4283004975052
26.57,48.06,1013.23,40.24,449.6514520041042
4.87,42.85,1012.69,94.72,494.00190994475474
25.44,75.23,1010.71,66.44,449.5963079950026
18.72,60.07,1015.81,70.55,467.1760146989674
12.71,43.02,1012.25,62.68,486.7569897503415
23.97,64.33,1010.54,84.65,456.52252118250544
14.38,45.09,1012.95,86.1,476.3683493770311
28.07,70.32,1007.17,67.02,442.59083958485655
11.06,41.16,1018.52,89.14,480.56379510475733
21.01,44.05,1010.61,64.12,458.49445251004715
9.76,41.01,1019.66,97.59,480.9236725091675
17.99,50.59,1015.9,77.28,474.1928092191615
20.11,50.78,1008.73,93.24,457.9699354082203
12.68,45.0,1022.54,77.19,492.14064735730585
11.52,39.18,1023.43,83.29,486.0473678418104
26.91,71.64,1004.59,83.54,450.19348895775386
10.32,42.02,998.27,99.12,484.29116022809546
30.09,69.48,1009.51,53.24,447.47673564173897
21.09,46.63,1013.03,74.8,464.8668576232231
14.67,45.01,1014.28,67.91,474.56521649152603
13.98,40.24,1017.19,87.45,478.64351028399886
14.43,38.91,1013.28,70.26,479.57357526244414
20.59,59.8,1015.27,77.94,465.64598595275595
29.22,72.39,1000.87,77.39,442.91487675078963
27.71,69.13,1001.63,51.45,445.9406090548497
25.21,59.21,1013.19,62.85,451.54092463359285
19.41,64.45,1009.44,64.05,467.78094039985166
19.6,59.21,1017.65,86.29,460.9804241064073
19.05,62.96,1020.48,83.04,466.3409439857698
29.42,56.9,1006.51,53.6,450.9699494673388
8.64,39.69,1001.57,98.27,485.1985082004345
16.71,40.56,1019.48,49.88,479.7888853267749
33.71,69.98,1013.09,42.62,444.88007882206256
22.96,45.01,1012.21,50.81,463.05637671330004
32.51,71.22,1005.62,47.6,446.2876853561602
12.68,40.69,1014.46,79.77,486.32370225792135
14.22,45.08,1023.26,84.41,479.6652606822895
13.67,41.48,1017.51,63.54,474.372968771903
13.87,38.01,1022.61,84.22,486.60299892196906
25.64,63.87,1017.14,49.25,458.17365129815886
22.21,61.5,1008.34,76.22,458.78442434925887
23.53,50.05,1005.63,78.4,455.4084868660711
12.77,40.71,1014.66,72.81,483.72227068192933
22.43,63.21,1012.06,84.75,460.5503684819214
20.28,68.63,1012.42,70.31,468.35672497519823
15.8,41.1,1003.0,77.36,477.9327715543897
25.15,66.49,1012.71,63.46,447.8883819376546
25.46,56.89,1012.59,62.9,455.72283152239993
26.1,66.25,1009.25,84.52,454.8145506837607
29.45,75.6,1018.12,50.68,450.048446683034
15.09,41.76,1022.4,76.22,475.40841334369804
17.0,45.09,1013.52,88.32,471.83883599490036
14.42,44.88,1019.35,59.17,474.2111923485045
27.34,71.29,1008.32,56.51,448.06265503728866
22.43,69.84,1006.94,75.54,448.30409575511527
23.39,63.21,1011.91,84.57,459.2209403802684
11.36,40.75,1016.34,85.19,490.2188591228058
21.31,46.97,1014.08,62.57,468.3469800214243
21.33,63.86,1020.33,72.13,456.3336576389321
30.29,59.22,1013.05,60.46,455.18752943047457
5.41,45.87,1008.47,97.51,491.6343562369535
24.38,47.01,1015.17,68.96,469.03912995021017
27.4,69.13,1001.4,82.47,439.3026005333817
21.7,60.77,1018.07,88.15,456.98945570765403
26.68,63.73,1009.7,71.55,452.0399874342589
14.75,40.66,1016.7,81.65,477.75657952739743
19.23,41.67,1012.53,48.86,479.5603366930423
23.62,61.87,1010.07,48.77,460.22344279857793
30.8,73.17,1010.51,51.93,444.95351233391364
14.43,44.47,1028.57,70.7,477.8445595913185
28.93,72.99,1007.23,64.41,447.84152702826685
14.01,42.74,1029.16,68.31,479.5338278753145
5.33,39.33,1009.61,94.97,503.070699436526
7.92,42.28,1008.55,81.68,495.4117683058703
22.83,70.79,1006.36,92.07,450.5842037027918
21.11,41.67,1012.44,52.86,471.991376288882
25.37,44.89,1009.27,63.06,454.2096310082723
7.67,35.77,1017.55,60.97,492.72569410176186
21.47,70.32,1011.72,88.36,452.46665386069384
10.08,41.16,1023.14,96.03,481.60727770091836
26.54,69.48,1010.7,66.09,446.88020083494916
30.28,58.9,1005.03,54.59,450.65234951225915
25.04,65.48,1017.66,57.08,453.20002907827103
27.84,68.08,1013.34,46.19,449.4219057931138
27.33,52.84,1005.88,56.16,450.0421658019004
21.1,62.66,1011.19,83.49,458.7542814656552
24.62,72.24,1011.39,83.94,444.8495546906307
17.54,58.49,1012.35,91.56,466.62281824809065
7.64,42.28,1008.46,84.29,497.1189908495422
11.67,37.73,1021.2,68.88,486.2390148253372
34.63,74.33,1011.7,31.45,439.4651853202595
13.98,44.58,1016.48,77.59,484.49122828298295
10.02,42.44,1014.57,99.16,489.87980864368933
25.72,59.21,1012.37,66.62,451.3261178841324
28.32,72.58,1007.77,78.35,441.2971793457866
25.52,71.98,1006.89,86.94,445.5787016045483
13.84,42.18,1015.74,79.76,483.01793932558684
26.09,49.3,1003.79,66.19,450.4811591650607
18.31,62.1,1020.38,79.02,467.1919761046637
7.92,41.66,1014.84,76.12,494.97857669809036
21.23,68.08,1012.82,74.57,457.8343723741587
11.91,40.69,1014.41,83.71,488.63556553786736
11.92,40.62,1016.66,55.25,481.05141754016313
34.51,73.03,1013.73,39.42,452.16951487280136
22.83,58.62,1017.82,69.76,464.2940762355406
17.3,42.24,1017.07,64.52,482.63927851364855
20.21,58.12,1015.36,79.18,466.56897343416017
20.83,67.32,1011.76,73.11,455.4185578574822
26.65,58.41,1013.53,65.83,452.6131860760215
28.57,62.26,1010.75,62.12,449.10767635354085
11.88,40.64,1020.5,85.43,482.99002225666123
23.95,58.79,1010.45,74.34,460.5302778826238
12.58,43.67,1012.86,94.01,486.75544272433234
29.62,73.18,1012.21,61.6,441.01635632588057
12.8,41.16,1022.43,86.19,475.30205790126
27.97,68.31,1010.64,55.91,456.0414799468551
18.59,43.14,1011.92,52.63,477.1291584396592
20.2,60.1,1010.66,84.24,463.1249669615528
27.06,64.45,1008.72,54.21,456.30885065346894
23.86,74.93,1016.88,71.44,454.7810992344867
31.85,69.04,1008.35,46.09,449.81145562707167
6.84,39.4,1011.9,93.75,495.81929918447923
11.08,38.16,1014.45,74.99,486.0164819491673
10.56,39.13,1010.19,87.12,475.6603463940645
25.09,58.95,1016.99,53.16,455.9043574984182
20.64,49.21,1014.86,58.47,465.93443699345374
5.68,40.77,1022.49,90.6,498.0271148951362
7.08,39.99,1010.55,91.44,496.35419532319884
13.06,41.78,1012.3,55.31,480.17705154805833
30.24,73.9,1006.74,56.39,452.41611641037997
9.41,43.5,1021.0,88.74,487.939140600708
23.54,65.27,1013.78,64.28,457.6391350567692
30.21,69.4,1003.69,62.89,448.9427009973626
21.36,58.95,1018.35,78.87,455.79190673185064
18.16,39.99,1007.73,70.54,475.41059114110266
7.29,39.37,1019.24,73.46,490.3861642118246
14.58,42.07,1017.9,86.14,472.72208779737167
12.39,40.75,1016.05,81.91,488.0059290751399
14.57,37.86,1022.44,68.82,474.527759945574
26.98,43.77,1010.95,40.8,458.84740074815164
12.06,52.72,1024.53,80.05,480.57406720721605
25.89,63.56,1013.82,64.51,457.04699828087837
28.42,73.5,1011.23,72.79,447.87162282750717
8.23,40.77,1011.92,90.59,492.0632655604829
13.38,40.12,1013.92,96.96,480.5341060423495
30.61,67.69,1004.97,47.46,443.4017655549246
25.69,57.32,1012.34,44.18,453.78815558629304
22.55,69.84,1006.57,76.29,449.0266307628337
22.45,59.87,1018.92,72.73,457.21499702582804
6.18,41.55,1001.58,98.79,497.81607948585764
10.51,39.04,1023.95,85.35,492.95230377701483
30.08,67.25,1017.6,53.09,446.0132327112788
25.07,77.95,1012.87,83.0,452.31405581608885
18.37,44.89,1010.61,86.74,467.53660293431534
24.38,57.17,1009.85,74.46,456.57642601589447
13.03,39.35,1015.34,79.18,485.249596659864
24.81,63.94,1018.76,44.51,457.3295384318183
26.53,54.2,1012.9,66.73,453.2532358061489
30.84,66.75,1017.54,40.69,443.4718980129769
25.24,57.17,1010.44,74.0,456.0402996229451
31.82,73.68,1014.8,40.58,444.44981551133714
29.19,65.71,1013.85,50.5,457.6857091695391
23.43,51.43,1011.31,73.55,456.95626540409063
32.31,62.04,1010.45,38.01,460.53955399999717
18.99,59.27,1012.15,89.39,465.69713730213516
20.73,59.87,1019.08,80.48,458.40617583953315
15.17,49.15,1021.91,91.73,473.2810358999295
14.31,42.86,1031.14,69.6,477.46000065025896
32.91,73.56,1007.02,55.03,445.5827280199484
27.89,69.88,1007.99,85.62,444.31777704251067
17.35,52.72,1026.31,58.01,475.2707551249929
10.46,37.5,1013.12,76.74,484.52643045184885
8.3,43.13,1020.02,83.11,496.4938929568568
24.64,72.24,1011.37,80.61,446.50640214383407
14.29,39.59,1012.36,92.38,476.3556249229212
7.69,36.24,1013.08,88.37,496.35074686475195
14.93,39.16,1007.25,72.35,474.9764739487878
9.09,41.92,1029.36,91.0,492.9091408883969
10.6,40.22,1011.37,85.81,490.3094459840281
27.17,63.09,1015.59,68.33,456.17301642393926
27.81,64.69,1006.59,71.75,449.20978786817255
21.09,59.8,1016.94,76.95,463.57717496003477
14.63,41.23,998.96,86.4,479.0319091645748
33.15,68.51,1012.9,51.91,441.42992853249564
6.23,40.96,1022.49,93.15,502.2542994148842
16.12,45.87,1008.15,86.12,469.3141694931935
26.17,58.86,1014.52,51.28,456.0140463872293
20.72,68.61,1011.25,87.1,460.237871516476
22.74,61.02,1009.56,79.41,460.4249834856585
28.92,72.43,1007.03,66.14,443.0838552459048
9.86,38.38,1018.22,85.35,491.4130337618151
26.23,59.07,1008.2,78.93,452.40669908634254
25.37,66.75,1017.94,79.26,445.34459324154915
30.99,69.82,1009.41,50.84,450.7580886037167
14.2,43.02,1012.18,57.07,482.86456957357836
13.19,44.88,1017.61,94.95,479.4996139005291
14.37,40.56,1021.67,68.18,482.31923849193765
6.37,40.81,1025.98,91.0,501.3767673941627
9.53,38.38,1020.49,80.08,488.7853151067843
14.39,44.85,1014.19,75.16,476.46118960399286
27.78,70.8,1009.81,79.57,445.14029745680216
21.36,68.28,1007.6,72.37,458.0800345080223
12.58,39.72,1018.08,64.25,480.78683954112915
25.79,75.6,1017.46,75.63,448.3206971595796
21.18,44.57,1007.27,73.67,462.02277970113784
27.6,69.05,1003.87,42.01,448.92532938255823
20.95,70.72,1009.96,87.73,458.909698335766
28.8,73.4,1011.34,54.01,452.2571744857906
18.15,58.46,1017.42,88.24,461.96385601786767
29.13,47.93,1002.5,49.1,447.3632208848659
16.37,54.3,1017.94,63.63,472.3554458155085
33.43,69.88,1006.86,44.84,449.4851341363952
29.82,66.51,1010.98,43.57,450.2873541946614
7.04,39.37,1019.37,69.11,499.37852586113604
22.47,59.43,1006.02,85.21,457.88579778154883
10.95,40.22,1010.04,78.96,490.8271038554877
23.18,51.43,1011.56,81.83,462.66283901956695
26.34,69.04,1009.44,72.06,454.9167520960057
13.3,50.59,1019.38,92.96,481.5381805054411
25.0,69.71,1009.23,80.92,449.5539348226631
16.5,49.39,1018.35,93.42,474.5460295517305
23.22,63.07,1012.91,77.59,459.1399645086432
6.22,39.85,1012.05,86.88,456.77548029175034
20.86,67.25,1017.45,81.45,457.62467436257174
11.54,45.0,1022.77,80.79,494.66036253530496
19.9,56.53,1020.52,78.05,468.4183331093347
14.13,40.75,1016.05,72.41,482.63896179169603
25.4,69.59,1008.58,82.22,445.34885495974
16.69,46.18,1011.0,97.85,470.87270211160006
33.01,68.67,1005.2,51.41,444.4962240022454
26.27,59.44,1012.23,58.77,455.3632120218519
31.85,73.21,1000.98,72.2,449.2126056084539
24.68,48.06,1013.83,54.97,459.59496127158616
26.7,70.32,1011.04,86.41,450.4316253773142
17.36,39.53,1008.28,68.87,469.2946563602052
19.78,62.1,1019.72,78.36,462.9581517376246
21.32,48.14,1016.57,71.81,461.4920375466338
20.59,59.8,1015.27,77.94,467.2525728476039
12.64,41.49,1019.78,94.0,481.42277509198914
33.72,74.33,1011.4,37.51,442.7462829525143
31.2,73.17,1010.28,53.23,443.335204107594
20.57,42.8,1013.1,75.48,472.4708002630594
10.25,37.14,1013.14,70.73,488.159654560077
13.97,53.82,1016.81,62.32,476.9852921871424
27.21,67.45,1013.83,43.26,449.9236652418909
23.9,61.47,1009.01,81.05,451.14301674558027
14.62,42.86,1015.56,84.5,483.38323466271487
10.75,40.81,1015.93,79.27,485.186264019458
23.22,59.15,1014.58,75.18,457.0939228115613
22.16,64.63,1020.81,68.47,463.06418180126093
32.18,69.75,1009.94,52.91,453.10699030023886
28.13,68.12,1012.6,44.71,448.9411161443238
18.11,43.43,1008.65,73.3,463.6234948224877
16.13,39.99,1007.04,80.49,477.51720267527804
22.04,58.05,1013.11,85.22,458.60339838458196
15.14,39.72,1002.96,72.52,473.26798601528395
15.56,41.04,1025.8,64.81,469.06017176908614
16.14,44.71,1014.83,39.41,480.4209633995275
18.93,44.06,1017.58,68.23,466.9646771688443
23.4,65.06,1014.32,67.38,454.7317807399377
13.12,44.21,1019.57,89.29,482.3772578585297
9.12,41.49,1020.58,96.23,487.4963015797046
16.78,39.63,1005.84,87.91,478.22384344264407
28.62,68.24,1010.15,69.31,441.1954560043618
21.47,50.12,1009.19,93.68,460.1073685053089
28.48,54.2,1013.14,49.51,452.2543020307747
9.27,39.64,1010.79,79.56,493.6487427253845
29.68,64.33,1011.2,57.73,453.7443891546996
30.66,70.98,1007.6,72.08,447.5366908421443
28.71,51.43,1006.4,64.79,451.6957865890535
23.12,69.71,1008.98,84.41,454.20047351782347
11.63,41.5,1013.6,87.11,490.50962697313906
13.93,44.21,1022.26,82.4,481.17960535771033
31.98,64.05,1010.49,58.01,452.93149916413324
33.13,74.34,999.57,48.34,447.29122819489237
23.96,51.3,1011.81,71.81,462.41023049816386
